data gatherer,Genus,Species,Family,Realm,Kingdom,Phylum,Class,Order,"maximum body size (SVL, HBL, cm)",Source for maximum body size,notes on body size (e.g. type of metric),Trophic position,Source/logic for trophic position,migratory?,source/logic for migration info,dispersal distance category,logic/source for dispersal distance,dispersal type (walking may need to be reworded to something that encaptures slithering),logic/source for dispersal type,cold season dormancy?,source/logic for cold season dormancy,notes for cold season dormancy,hot season dormancy?,source/logic for hot season dormancy,notes for hot season dormancy,highland specialist,source/logic for highland specialist,Pelagic habitat (for marine species),source/logic for pelagic habitat,notes,genus_species,limit_type
Adam A,Tarentola,boettgeri,Gekkonidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,6,Meiri 2008,max adult SVL,insectivore,10.1093/sysbio/40.2.172,No,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1,"No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)",walking,Squamate walking tetrapod,No,"no info - based on climate (semi-arid, Portugal)",,No,no info - based on climate,,non-highland specialist,IUCN,NA,terrestrial,NA,Tarentola_boettgeri,"max, min"
Adam A,Teratoscincus,przewalskii,Gekkonidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,9.7,Meiri 2008,max adult SVL,insectivore,10.1890/0012-9658(2002)083[1870:LHRREO]2.0.CO;2,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1,"No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)",walking,Squamate walking tetrapod,Yes,"Meiri, S., Bauer, A. M., Chirio, L., Colli, G. R., Das, I., Doan, T. M., ... & Van Damme, R. (2013). Are lizards feeling the heat? A tale of ecology and evolution under two temperatures. Global Ecology and Biogeography, 22(7), 834-845.",active during summer,No,No info- based on climate,,non-highland specialist,IUCN,NA,terrestrial,NA,Teratoscincus_przewalskii,min
Miguel R.,Thamnophis,butleri,Colubridae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,73.7,ADW U of Michigan,max total body length,carnivore,ADW U of Michigan,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1,"Shonfield, J., King, W., & Koski, W. R. (2019). HABITAT USE AND MOVEMENT PATTERNS OF BUTLER’S GARTERSNAKE (THAMNOPHIS BUTLERI) IN SOUTHWESTERN ONTARIO, CANADA. Herpetological Conservation and Biology, 14(3), 680-690.",slithering,Squamate slithering tetrapod,Yes,"Shonfield, J., King, W., & Koski, W. R. (2019). HABITAT USE AND MOVEMENT PATTERNS OF BUTLER’S GARTERSNAKE (THAMNOPHIS BUTLERI) IN SOUTHWESTERN ONTARIO, CANADA. Herpetological Conservation and Biology, 14(3), 680-690.",hibernates,NA,NA,,non-highland specialist,"Wallach, V., Williams, K. L., & Boundy, J. (2014). Snakes of the world: a catalogue of living and extinct species. CRC press.",NA,terrestrial,NA,Thamnophis_butleri,min
Miguel R.,Thamnophis,elegans,Colubridae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,107,ADW U of Michigan,average total body length,carnivore,ADW U of Michigan,No,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",1-10,"Manier, M. K., & Arnold, S. J. (2005). Population genetic analysis identifies source–sink dynamics for two sympatric garter snake species (Thamnophis elegans and Thamnophis sirtalis). Molecular ecology, 14(13), 3965-3976.",slithering,Squamate slithering tetrapod,Yes,"Bronikowski, A. M., & Arnold, S. J. (1999). The evolutionary ecology of life history variation in the garter snake Thamnophis elegans. Ecology, 80(7), 2314-2325.",hibernation,No,no info - based on climate,,non-highland specialist,IUCN,NA,terrestrial,NA,Thamnophis_elegans,"max, min"
Miguel R.,Thamnophis,marcianus,Colubridae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,NA,NA,NA,carnivore,ADW,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1,"No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)",slithering,Squamate slithering tetrapod,Yes,"Bryant, T. D. (2004). The effects of habitat complexity on the foraging ability of the checkered garter snake, Thamnophis marcianus marcianus,(Baird and Girard) (Doctoral dissertation, The University of Texas at Arlington).",hibernates,NA,NA,,non-highland specialist,IUCN,NA,terrestrial,NA,Thamnophis_marcianus,min
Miguel R.,Thamnophis,melanogaster,Colubridae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,36.5,Drummond and Garcia (1989) Behavior 108(1/2): 23-43,max adult SVL,carnivore,Manjarrez et al. (2012) Journal of Herpetology 47(3):413-420,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1,"No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)",slithering,Squamate slithering tetrapod,Yes,"Manjarrez, J., & San-Roman-Apolonio, E. (2015). Timing of birth and body condition in neonates of two gartersnake species from Central Mexico. Herpetologica, 71(1), 12-18.",hibernates,NA,NA,,highland specialist,IUCN,NA,terrestrial,NA,Thamnophis_melanogaster,min
Miguel R.,Thamnophis,ordinoides,Colubridae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,69.5,Kirk (1979). Thamnophis ordinoides. Catalogue of American Amphibians and Reptiles (CAAR).z,max adult SVL,carnivore,ADW,No,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",1-10,NatureServe Explorer,slithering,Squamate slithering tetrapod,Yes,"Stewart, G. R. (1968). Some observations on the natural history of two Oregon garter snakes (genus Thamnophis). Journal of herpetology, 71-86.",hibernation,No,no info - based on climate,,non-highland specialist,IUCN,NA,terrestrial,NA,Thamnophis_ordinoides,"max, min"
Miguel R.,Thamnophis,radix,Colubridae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,109.5,ADW U of Michigan,max total body length,carnivore,ADW U of Michigan,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",1-10,"Tuttle, K. (2007). Natural history of the Plains garter snake (Thamnophis radix) at the northern limit of its range in Alberta, Canada (Doctoral dissertation).",slithering,Squamate slithering tetrapod,Yes,"Cieslak, E. S. (1945). Relations between the reproductive cycle and the pituitary gland in the snake Thamnophis radix. Physiological Zoology, 18(3), 299-329.",hibernates,NA,NA,,non-highland specialist,IUCN,NA,terrestrial,NA,Thamnophis_radix,min
Miguel R.,Thamnophis,sirtalis,Colubridae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,137,ADW U of Michigan,max total body length,carnivore,ADW U of Michigan,No,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",10-100,"Gregory, P. T., & Stewart, K. W. (1975). Long-distance dispersal and feeding strategy of the red-sided garter snake (Thamnophis sirtalis parietalis) in the Interlake of Manitoba. Canadian Journal of Zoology, 53(3), 238-245.",slithering,Squamate slithering tetrapod,Yes,"Aleksiuk, M. (1976). Reptilian hibernation: evidence of adaptive strategies in Thamnophis sirtalis parietalis. Copeia, 170-178.",hibernates up to 7 months of the year,No,no info - based on climate,,non-highland specialist,IUCN,NA,terrestrial,NA,Thamnophis_sirtalis,"max, min"
Adam A,Tiliqua,nigrolutea,Scincidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,36.8,Meiri 2008,max adult SVL,omnivore,http://australianmuseum.net.au/shingleback-lizard,No,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1,"Price-Rees, S.J., Brown, G.P., Shine, R. (2013). Spatial ecology of bluetongue lizards (Tiliqua spp.) in the Australian wet-dry tropics. Austral ecology, 38, 5: 493-503.",walking,Squamate walking tetrapod,Yes,"Edwards, A., & Jones, S. M. (2001). Changes in plasma testosterone, estrogen, and progesterone concentrations throughout the annual reproductive cycle in male viviparous blue-tongued skinks, Tiliqua nigrolutea, in Tasmania. Journal of Herpetology, 293-299.",hibernation,No,no info - based on climate,,non-highland specialist,"http://www.rzsnsw.org.au/Volumes%20of%20RZS%20papers/1997%20vol%2030%283%29/Hancock%20L%20J%20Thompson%20M%20B%20Distributional%20limits%20of%20Eastern%20Blue-tongue%20Lizards%20Tiliqua%20scincoides,%20Blotched%20Blue-tongue%20Lizards%20T%20nigrolutea%20and%20Shingleback%20Lizard%20T%20rugosa%20%28Gray%29%20in%20New%20South%20Wales.pdf",NA,terrestrial,NA,Tiliqua_nigrolutea,"max, min"
Adam A,Tiliqua,rugosa,Scincidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,35,Meiri 2008,max adult SVL,omnivore,10.1890/0012-9658(2002)083[1870:LHRREO]2.0.CO;2,No,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1,"Price-Rees, S.J., Brown, G.P., Shine, R. (2013). Spatial ecology of bluetongue lizards (Tiliqua spp.) in the Australian wet-dry tropics. Austral ecology, 38, 5: 493-503.",walking,Squamate walking tetrapod,Yes,http://australianmuseum.net.au/shingleback-lizard,,No,no info - based on climate,,non-highland specialist,"http://www.rzsnsw.org.au/Volumes%20of%20RZS%20papers/1997%20vol%2030%283%29/Hancock%20L%20J%20Thompson%20M%20B%20Distributional%20limits%20of%20Eastern%20Blue-tongue%20Lizards%20Tiliqua%20scincoides,%20Blotched%20Blue-tongue%20Lizards%20T%20nigrolutea%20and%20Shingleback%20Lizard%20T%20rugosa%20%28Gray%29%20in%20New%20South%20Wales.pdf",NA,terrestrial,NA,Tiliqua_rugosa,"max, min"
Adam A,Tiliqua,scincoides,Scincidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,37.1,Meiri 2008,max adult SVL,omnivore,http://australianmuseum.net.au/shingleback-lizard,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1,"Price-Rees, S.J., Brown, G.P., Shine, R. (2013). Spatial ecology of bluetongue lizards (Tiliqua spp.) in the Australian wet-dry tropics. Austral ecology, 38, 5: 493-503.",walking,Squamate walking tetrapod,Y,No info- bases on congeners,,No,"Christian, K. A., J. K. Webb, and T. J. Schultz. 2003. Energetics of Bluetongue Lizards (Tiliqua scincoides) in a seasonal tropical environment. Oecologia 136:515äóñ523.",,non-highland specialist,"http://www.rzsnsw.org.au/Volumes%20of%20RZS%20papers/1997%20vol%2030%283%29/Hancock%20L%20J%20Thompson%20M%20B%20Distributional%20limits%20of%20Eastern%20Blue-tongue%20Lizards%20Tiliqua%20scincoides,%20Blotched%20Blue-tongue%20Lizards%20T%20nigrolutea%20and%20Shingleback%20Lizard%20T%20rugosa%20%28Gray%29%20in%20New%20South%20Wales.pdf",NA,terrestrial,NA,Tiliqua_scincoides,max
Adam A,Trachylepis,capensis,Scincidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,13.5,Meiri 2008,max adult SVL,omnivore,"guess based on others in genus (Rocha, C. F. D., Vrcibradic, D., Menezes, V. A., & Ariani, C. V. (2009). Ecology and natural history of the easternmost native lizard species in South America, Trachylepis atlantica (Scincidae), from the Fernando de Noronha Archipelago, Brazil. Journal of Herpetology, 450-459.)",non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1,"No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)",walking,Squamate walking tetrapod,N,No info- based on climate,,No,no info - based on climate,,non-highland specialist,http://reptile-database.reptarium.cz/species?genus=Trachylepis&species=capensis&search_param=%28%28genus%3D%27trachylepis%27%29%29,NA,terrestrial,NA,Trachylepis_capensis,max
