"range","sensitivity_type","limit_type","genus_species","source","realm","dormancy","filling_type","filling_value","lat_mp","range_area_km2","edge_type","type","Genus","Species","data_gatherer","habitat_data_gatherer","Kingdom","Phylum","Class","Order","Family","maximum_body_size_SVL_HBL_cm_","Source_for_maximum_body_size","notes_on_body_size_e_g_type_of_metric_","Trophic_position","Source_logic_for_trophic_position","migratory_","source_logic_for_migration_info","dispersal_distance_category","logic_source_for_dispersal_distance","dispersal_ability_category","logic_source_for_dispersal_type","cold_season_dormancy_","source_logic_for_cold_season_dormancy","notes_for_cold_season_dormancy","hot_season_dormancy_","source_logic_for_hot_season_dormancy","notes_for_hot_season_dormancy","highland_specialist","source_logic_for_highland_specialist","coastal_or_oceanic","notes_logic","coastal_or_oceanic_source","upper_depth_limit","lower_depth_limit","usual_range","depth_distribution_source","lower_elevation_limit_meters","upper_elevation_limit_meters","elevational_range_source","pelagic_habitat_for_marine_species","source_logic_for_pelagic_habitat","notes","newly_added","metric","dispersal_distance_continuous","abs_lat_mp","log_maximum_body_size","dispersal_ability_category_general","rr_cells","log_range_area"
"Chamaeleo_dilepis_IUCN","Te_tpref","tmax, tmin","Chamaeleo_dilepis","IUCN","Terrestrial","cold","cold_over",12.8750758171082,-10.7012248919999,11046310,"cold","min","Chamaeleo","dilepis","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Chamaeleonidae",8.7,"Meiri 2008","max adult SVL","insectivore","Reaney et al. 2012","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","1-10","O'Donoghue, T. L. (2019). Habitat utilisation of Flap-Necked Chameleons (Chamaeleo dilepis) on the Telperion Nature Reserve, Mpumalanga province, South Africa (Doctoral dissertation).","walking","Squamate walking tetrapod","Yes","O’Donoghue, T. L., Slater, K., & Brown, L. R. (2020). Seasonal habitat utilisation and morphological characteristics of Chamaeleo dilepis on Telperion Nature Reserve, Mpumalanga, South Africa. African Journal of Herpetology, 1-18.","assumed to go into brumination based on absence during cold period","No","no info - based on climate","","non-highland specialist","Based on range",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",0,2600,"IUCN",NA,"terrestrial",NA,NA,NA,10,10.7012248919999,2.16332302566054,"walking",941,6.84694313958538
"Chamaeleo_dilepis_IUCN","Te_tpreftb","tmax, tmin","Chamaeleo_dilepis","IUCN","Terrestrial","cold","cold_over",12.8750758171082,-10.7012248919999,11046310,"cold","min","Chamaeleo","dilepis","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Chamaeleonidae",8.7,"Meiri 2008","max adult SVL","insectivore","Reaney et al. 2012","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","1-10","O'Donoghue, T. L. (2019). Habitat utilisation of Flap-Necked Chameleons (Chamaeleo dilepis) on the Telperion Nature Reserve, Mpumalanga province, South Africa (Doctoral dissertation).","walking","Squamate walking tetrapod","Yes","O’Donoghue, T. L., Slater, K., & Brown, L. R. (2020). Seasonal habitat utilisation and morphological characteristics of Chamaeleo dilepis on Telperion Nature Reserve, Mpumalanga, South Africa. African Journal of Herpetology, 1-18.","assumed to go into brumination based on absence during cold period","No","no info - based on climate","","non-highland specialist","Based on range",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",0,2600,"IUCN",NA,"terrestrial",NA,NA,NA,10,10.7012248919999,2.16332302566054,"walking",941,6.84694313958538
"Chamaeleo_dilepis_IUCN","Te","tmax, tmin","Chamaeleo_dilepis","IUCN","Terrestrial","cold","warm_under",-3.3517723083496,-10.7012248919999,11046310,"warm","max","Chamaeleo","dilepis","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Chamaeleonidae",8.7,"Meiri 2008","max adult SVL","insectivore","Reaney et al. 2012","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","1-10","O'Donoghue, T. L. (2019). Habitat utilisation of Flap-Necked Chameleons (Chamaeleo dilepis) on the Telperion Nature Reserve, Mpumalanga province, South Africa (Doctoral dissertation).","walking","Squamate walking tetrapod","Yes","O’Donoghue, T. L., Slater, K., & Brown, L. R. (2020). Seasonal habitat utilisation and morphological characteristics of Chamaeleo dilepis on Telperion Nature Reserve, Mpumalanga, South Africa. African Journal of Herpetology, 1-18.","assumed to go into brumination based on absence during cold period","No","no info - based on climate","","non-highland specialist","Based on range",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",0,2600,"IUCN",NA,"terrestrial",NA,NA,NA,10,10.7012248919999,2.16332302566054,"walking",941,6.84694313958538
"Chamaeleo_dilepis_IUCN","Te_tpref","tmax, tmin","Chamaeleo_dilepis","IUCN","Terrestrial","cold","warm_under",-3.3517723083496,-10.7012248919999,11046310,"warm","max","Chamaeleo","dilepis","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Chamaeleonidae",8.7,"Meiri 2008","max adult SVL","insectivore","Reaney et al. 2012","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","1-10","O'Donoghue, T. L. (2019). Habitat utilisation of Flap-Necked Chameleons (Chamaeleo dilepis) on the Telperion Nature Reserve, Mpumalanga province, South Africa (Doctoral dissertation).","walking","Squamate walking tetrapod","Yes","O’Donoghue, T. L., Slater, K., & Brown, L. R. (2020). Seasonal habitat utilisation and morphological characteristics of Chamaeleo dilepis on Telperion Nature Reserve, Mpumalanga, South Africa. African Journal of Herpetology, 1-18.","assumed to go into brumination based on absence during cold period","No","no info - based on climate","","non-highland specialist","Based on range",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",0,2600,"IUCN",NA,"terrestrial",NA,NA,NA,10,10.7012248919999,2.16332302566054,"walking",941,6.84694313958538
"Chamaeleo_dilepis_IUCN","Te_tpreftb","tmax, tmin","Chamaeleo_dilepis","IUCN","Terrestrial","cold","warm_under",-3.3517723083496,-10.7012248919999,11046310,"warm","max","Chamaeleo","dilepis","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Chamaeleonidae",8.7,"Meiri 2008","max adult SVL","insectivore","Reaney et al. 2012","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","1-10","O'Donoghue, T. L. (2019). Habitat utilisation of Flap-Necked Chameleons (Chamaeleo dilepis) on the Telperion Nature Reserve, Mpumalanga province, South Africa (Doctoral dissertation).","walking","Squamate walking tetrapod","Yes","O’Donoghue, T. L., Slater, K., & Brown, L. R. (2020). Seasonal habitat utilisation and morphological characteristics of Chamaeleo dilepis on Telperion Nature Reserve, Mpumalanga, South Africa. African Journal of Herpetology, 1-18.","assumed to go into brumination based on absence during cold period","No","no info - based on climate","","non-highland specialist","Based on range",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",0,2600,"IUCN",NA,"terrestrial",NA,NA,NA,10,10.7012248919999,2.16332302566054,"walking",941,6.84694313958538
"Chamaeleo_jacksonii_GBIF","Te","tmax, tmin","Chamaeleo_jacksonii","GBIF","Terrestrial","cold","cold_under",-3.60766077041626,-1.40502075269033,279437,"cold","min","Chamaeleo","jacksonii","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Chamaeleonidae",38,"S. Spawls, K. Howell, R. Drewes, J. Ashe 2002 Reptiles of East Africa",NA,"insectivore","Kraus & Preston 2016","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Lin, J., & Nelson, C. E. (1980). Comparative Reproductive Biology of Two Sympatric Tropical Lizards Chamaeleo jacksonii BOULENGER and Chamaeleo hoehnelii STEINDACHNER (Sauria: Chamaeleonidae), Amphibia-Reptilia, 1(3), 287-311. doi: https://doi.org/10.1163/156853881X00393","mention of hibernation","No","no info - based on climate","","highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",1500,3200,"IUCN",NA,"terrestrial",NA,NA,NA,1,1.40502075269033,3.63758615972639,"walking",18,2.89037175789616
"Chamaeleo_jacksonii_GBIF","Te_tpref","tmax, tmin","Chamaeleo_jacksonii","GBIF","Terrestrial","cold","cold_under",-3.60766077041626,-1.40502075269033,279437,"cold","min","Chamaeleo","jacksonii","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Chamaeleonidae",38,"S. Spawls, K. Howell, R. Drewes, J. Ashe 2002 Reptiles of East Africa",NA,"insectivore","Kraus & Preston 2016","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Lin, J., & Nelson, C. E. (1980). Comparative Reproductive Biology of Two Sympatric Tropical Lizards Chamaeleo jacksonii BOULENGER and Chamaeleo hoehnelii STEINDACHNER (Sauria: Chamaeleonidae), Amphibia-Reptilia, 1(3), 287-311. doi: https://doi.org/10.1163/156853881X00393","mention of hibernation","No","no info - based on climate","","highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",1500,3200,"IUCN",NA,"terrestrial",NA,NA,NA,1,1.40502075269033,3.63758615972639,"walking",18,2.89037175789616
"Chamaeleo_jacksonii_GBIF","Te_tpreftb","tmax, tmin","Chamaeleo_jacksonii","GBIF","Terrestrial","cold","cold_under",-3.60766077041626,-1.40502075269033,279437,"cold","min","Chamaeleo","jacksonii","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Chamaeleonidae",38,"S. Spawls, K. Howell, R. Drewes, J. Ashe 2002 Reptiles of East Africa",NA,"insectivore","Kraus & Preston 2016","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Lin, J., & Nelson, C. E. (1980). Comparative Reproductive Biology of Two Sympatric Tropical Lizards Chamaeleo jacksonii BOULENGER and Chamaeleo hoehnelii STEINDACHNER (Sauria: Chamaeleonidae), Amphibia-Reptilia, 1(3), 287-311. doi: https://doi.org/10.1163/156853881X00393","mention of hibernation","No","no info - based on climate","","highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",1500,3200,"IUCN",NA,"terrestrial",NA,NA,NA,1,1.40502075269033,3.63758615972639,"walking",18,2.89037175789616
"Chamaeleo_jacksonii_GBIF","Te","tmax, tmin","Chamaeleo_jacksonii","GBIF","Terrestrial","cold","warm_under",-3.4979667663574,-1.40502075269033,279437,"warm","max","Chamaeleo","jacksonii","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Chamaeleonidae",38,"S. Spawls, K. Howell, R. Drewes, J. Ashe 2002 Reptiles of East Africa",NA,"insectivore","Kraus & Preston 2016","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Lin, J., & Nelson, C. E. (1980). Comparative Reproductive Biology of Two Sympatric Tropical Lizards Chamaeleo jacksonii BOULENGER and Chamaeleo hoehnelii STEINDACHNER (Sauria: Chamaeleonidae), Amphibia-Reptilia, 1(3), 287-311. doi: https://doi.org/10.1163/156853881X00393","mention of hibernation","No","no info - based on climate","","highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",1500,3200,"IUCN",NA,"terrestrial",NA,NA,NA,1,1.40502075269033,3.63758615972639,"walking",18,2.89037175789616
"Chamaeleo_jacksonii_GBIF","Te_tpref","tmax, tmin","Chamaeleo_jacksonii","GBIF","Terrestrial","cold","warm_under",-3.4979667663574,-1.40502075269033,279437,"warm","max","Chamaeleo","jacksonii","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Chamaeleonidae",38,"S. Spawls, K. Howell, R. Drewes, J. Ashe 2002 Reptiles of East Africa",NA,"insectivore","Kraus & Preston 2016","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Lin, J., & Nelson, C. E. (1980). Comparative Reproductive Biology of Two Sympatric Tropical Lizards Chamaeleo jacksonii BOULENGER and Chamaeleo hoehnelii STEINDACHNER (Sauria: Chamaeleonidae), Amphibia-Reptilia, 1(3), 287-311. doi: https://doi.org/10.1163/156853881X00393","mention of hibernation","No","no info - based on climate","","highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",1500,3200,"IUCN",NA,"terrestrial",NA,NA,NA,1,1.40502075269033,3.63758615972639,"walking",18,2.89037175789616
"Chamaeleo_jacksonii_GBIF","Te_tpreftb","tmax, tmin","Chamaeleo_jacksonii","GBIF","Terrestrial","cold","warm_under",-3.4979667663574,-1.40502075269033,279437,"warm","max","Chamaeleo","jacksonii","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Chamaeleonidae",38,"S. Spawls, K. Howell, R. Drewes, J. Ashe 2002 Reptiles of East Africa",NA,"insectivore","Kraus & Preston 2016","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Lin, J., & Nelson, C. E. (1980). Comparative Reproductive Biology of Two Sympatric Tropical Lizards Chamaeleo jacksonii BOULENGER and Chamaeleo hoehnelii STEINDACHNER (Sauria: Chamaeleonidae), Amphibia-Reptilia, 1(3), 287-311. doi: https://doi.org/10.1163/156853881X00393","mention of hibernation","No","no info - based on climate","","highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",1500,3200,"IUCN",NA,"terrestrial",NA,NA,NA,1,1.40502075269033,3.63758615972639,"walking",18,2.89037175789616
"Charina_bottae_IUCN","Te","tmax","Charina_bottae","IUCN","Terrestrial","cold","warm_over",3.4484634399414,44.205414014,1112535,"warm","max","Charina","bottae","Miguel R.","Sarah","Animalia","Chordata","Reptilia","Squamata","Boidae",59.275,"Hoyer (1974) Herpetologica 30(3): 275-283","mean adult length","carnivore","Hill et al. (2005) Herpetological Review 36(2): 189-190","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","slithering","Squamate slithering tetrapod","Yes","Dorcas, M. E., & Peterson, C. R. (1998). Herpetologica, 88-103.","","No","no info - based on climate","","non-highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",0,3050,"IUCN",NA,"terrestrial",NA,NA,"ct",1,44.205414014,4.08218763195147,"slithering",179,5.18738580584075
"Charina_bottae_IUCN","Te_tpref","tmax","Charina_bottae","IUCN","Terrestrial","cold","warm_over",3.4484634399414,44.205414014,1112535,"warm","max","Charina","bottae","Miguel R.","Sarah","Animalia","Chordata","Reptilia","Squamata","Boidae",59.275,"Hoyer (1974) Herpetologica 30(3): 275-283","mean adult length","carnivore","Hill et al. (2005) Herpetological Review 36(2): 189-190","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","slithering","Squamate slithering tetrapod","Yes","Dorcas, M. E., & Peterson, C. R. (1998). Herpetologica, 88-103.","","No","no info - based on climate","","non-highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",0,3050,"IUCN",NA,"terrestrial",NA,NA,"ct",1,44.205414014,4.08218763195147,"slithering",179,5.18738580584075
