"range","species","source","type","o_cells","u_cells","rr_cells","pr_cells","pol_fill","equ_fill","realm","range_area_km2","lat_mp","ctmax","ctmin","limit_type","metric","Genus","Species","data_gatherer","habitat_data_gatherer","Kingdom","Phylum","Class","Order","Family","maximum_body_size_SVL_HBL_cm_","Source_for_maximum_body_size","notes_on_body_size_e_g_type_of_metric_","Trophic_position","Source_logic_for_trophic_position","migratory_","source_logic_for_migration_info","dispersal_distance_category","logic_source_for_dispersal_distance","dispersal_type_walking_may_need_to_be_reworded_to_something_that_encaptures_slithering_","logic_source_for_dispersal_type","cold_season_dormancy_","source_logic_for_cold_season_dormancy","notes_for_cold_season_dormancy","hot_season_dormancy_","source_logic_for_hot_season_dormancy","notes_for_hot_season_dormancy","highland_specialist","source_logic_for_highland_specialist","coastal_or_oceanic","notes_logic","coastal_or_oceanic_source","upper_depth_limit","lower_depth_limit","usual_range","depth_distribution_source","lower_elevation_limit_meters","upper_elevation_limit_meters","elevational_range_source","pelagic_habitat_for_marine_species","source_logic_for_pelagic_habitat","notes","newly_added","log_range_area","log_maximum_body_size","abs_lat_mp","dispersal_distance_continuous","prop_unoccupied"
"Hemiergis_decresiensis_IUCN","Hemiergis_decresiensis","IUCN","Te",1,467,22,488,0.294117647058824,0.0242290748898678,"Terrestrial",129271,-34.25137654,39.3,6.8,"tmax, tmin","ct","Hemiergis","decresiensis","Adam A","Sarah","Animalia","Chordata","Reptilia","Squamata","Scincidae",7.9,"Meiri 2008","max adult SVL","insectivore","guess based on others in family","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Karen Murphy, Simon Hudson, Glenn Shea ""Reproductive Seasonality of Three Cold-temperate Viviparous Skinks from Southeastern Australia,"" Journal of Herpetology, 40(4), 454-464, (1 December 2006)","animals collected in August were in hibernation","No","no info - based on climate","","non-highland specialist","http://www.arod.com.au/arod/reptilia/Squamata/Scincidae/Hemiergis/",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",NA,NA,NA,NA,"terrestrial",NA,NA,3.09104245335832,2.06686275947298,34.25137654,1,0.956967213114754
"Hemiergis_peroni_GBIF","Hemiergis_peroni","GBIF","acclimatized",75,60,75,60,NA,NA,"Terrestrial",583638,-34.5230391405754,38.6,3.094948,"tmax, tmin","ct","Hemiergis","peroni","Adam A","Nikki","Animalia","Chordata","Reptilia","Squamata","Scincidae",7.9,"Meiri 2008","max adult SVL","insectivore","Huey, R. B., & Bennett, A. F. (1987). Evolution, 41(5), 1098-1115.","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","no info - based on climate (australia)","","No","no info - based on climate","","No",""" """,NA,"terrestrial",NA,NA,NA,NA,"terrestrial",NA,NA,"",NA,"terrestrial",NA,"Y",4.31748811353631,2.06686275947298,34.5230391405754,1,1
"Hemiergis_peroni_GBIF","Hemiergis_peroni","GBIF","Te",75,51,75,51,NA,NA,"Terrestrial",583638,-34.5230391405754,38.6,9.6,"tmax, tmin","ct","Hemiergis","peroni","Adam A","Nikki","Animalia","Chordata","Reptilia","Squamata","Scincidae",7.9,"Meiri 2008","max adult SVL","insectivore","Huey, R. B., & Bennett, A. F. (1987). Evolution, 41(5), 1098-1115.","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","no info - based on climate (australia)","","No","no info - based on climate","","No",""" """,NA,"terrestrial",NA,NA,NA,NA,"terrestrial",NA,NA,"",NA,"terrestrial",NA,"Y",4.31748811353631,2.06686275947298,34.5230391405754,1,1
"Hemigrapsus_nudus_GBIF","Hemigrapsus_nudus","GBIF","acclimatized",18,3335,18,3335,NA,NA,"Intertidal",185251,47.2466316667706,38.71953,-10.30911,"tmax, tmin","ct","Hemigrapsus","nudus","Jenn","Nikki","Animalia","Arthropoda","Malacostraca","Decapoda","Varunidae",0.1342,"Oliver and Schmelter (2018)","mean carapace width","omnivore","Yamada and Boulding (1998) Journal of Experimental Marine Biology and Ecology 220(2): 191-211","Non-migratory","do migrate offshore seasonally, but would likely not affect realized range (Boddeke (1976) Netherlands Journal of Sea Research 10(1):103-130)","10-100","guess since minimum PLD is 30 days - Kelly, R. P., & Palumbi, S. R. (2010). Genetic structure among 50 species of the northeastern Pacific rocky intertidal community. PloS one, 5(1), e8594.","pelagic development and crawling adults","pelagic larval development - Lehto, J., Sulkin, S., Strom, S., & Johnson, D. (1998). Protists and detrital particles as prey for the first larval stage of the brachyuran crab, Hemigrapsus oregonensis. Journal of experimental marine biology and ecology, 230(2), 213-224.","No","no info - based on taxa",NA,"No","no info - based on taxa",NA,NA,"intertidal",NA,"intertidal",NA,NA,NA,NA,NA,NA,NA,"intertidal","benthic","sealifebase",NA,NA,2.89037175789616,-2.00842405444456,47.2466316667706,100,1
"Hemigrapsus_nudus_GBIF","Hemigrapsus_nudus","GBIF","Te",18,2821,18,2821,NA,NA,"Intertidal",185251,47.2466316667706,33.6,3.5,"tmax, tmin","ct","Hemigrapsus","nudus","Jenn","Nikki","Animalia","Arthropoda","Malacostraca","Decapoda","Varunidae",0.1342,"Oliver and Schmelter (2018)","mean carapace width","omnivore","Yamada and Boulding (1998) Journal of Experimental Marine Biology and Ecology 220(2): 191-211","Non-migratory","do migrate offshore seasonally, but would likely not affect realized range (Boddeke (1976) Netherlands Journal of Sea Research 10(1):103-130)","10-100","guess since minimum PLD is 30 days - Kelly, R. P., & Palumbi, S. R. (2010). Genetic structure among 50 species of the northeastern Pacific rocky intertidal community. PloS one, 5(1), e8594.","pelagic development and crawling adults","pelagic larval development - Lehto, J., Sulkin, S., Strom, S., & Johnson, D. (1998). Protists and detrital particles as prey for the first larval stage of the brachyuran crab, Hemigrapsus oregonensis. Journal of experimental marine biology and ecology, 230(2), 213-224.","No","no info - based on taxa",NA,"No","no info - based on taxa",NA,NA,"intertidal",NA,"intertidal",NA,NA,NA,NA,NA,NA,NA,"intertidal","benthic","sealifebase",NA,NA,2.89037175789616,-2.00842405444456,47.2466316667706,100,1
"Heteronotia_binoei_IUCN","Heteronotia_binoei","IUCN","Te",532,62,637,167,0.984375,0.407766990291262,"Terrestrial",6908491,-22.6670889624999,40.6,9.6,"tmax, tmin","ct","Heteronotia","binoei","Adam A","Sarah","Animalia","Chordata","Reptilia","Squamata","Gekkonidae",5.5,"Meiri 2008","max adult SVL","insectivore","http://www.jstor.org/stable/1443783","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","Bustard, H. R. (1968). The ecology of the Australian gecko Heteronotia binoei in northern New South Wales. Journal of Zoology, 156(4), 483-497.","no true hibernation","No","no info - based on climate","","non-highland specialist","http://www.arod.com.au/arod/reptilia/Squamata/Gekkonidae/Heteronotia/binoei",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",NA,NA,NA,NA,"terrestrial","Pianka found one plant item in a stomach, Pianka found one plant item in a stomach",NA,6.45676965557216,1.70474809223843,22.6670889624999,1,0.37125748502994
"Lacerta_agilis_IUCN","Lacerta_agilis","IUCN","acclimatized",1451,204,1482,235,0.294117647058824,0.128888888888889,"Terrestrial",10035379,50.589335593,45.83578,5.9,"tmax, tmin","ct","Lacerta","agilis","Miguel R.","Sarah","Animalia","Chordata","Reptilia","Squamata","Lacertidae",11.4,"Meiri 2008","max adult SVL","insectivore","Crovetto, F., & Salvidio, S. (2013). Feeding habits of the sand lizard, Lacerta agilis, from North-Western Italian Alps. Journal of Vertebrate Biology, 62(4), 264-268.","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","Olsson, M., Gullberg, A., & Tegelström, H. (1997). Determinants of breeding dispersal in the sand lizard, Lacerta agilis,(Reptilia, Squamata). Biological Journal of the Linnean Society, 60(2), 243-256.","slithering","Squamate slithering tetrapod","Yes","Grimm A, Ramírez AMP, Moulherat S, Reynaud J, Henle K (2014) Life-history trait database of European reptile species. Nature Conservation 9: 45-67. https://doi.org/10.3897/natureconservation.9.8908","","No","no info - based on climate","","non-highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",0,2500,"IUCN",NA,"terrestrial",NA,NA,7.30114780585603,2.43361335540045,50.589335593,1,0.868085106382979
"Lacerta_agilis_IUCN","Lacerta_agilis","IUCN","Te",1451,203,1482,234,0.294117647058824,0.129464285714286,"Terrestrial",10035379,50.589335593,43.9,5.9,"tmax, tmin","ct","Lacerta","agilis","Miguel R.","Sarah","Animalia","Chordata","Reptilia","Squamata","Lacertidae",11.4,"Meiri 2008","max adult SVL","insectivore","Crovetto, F., & Salvidio, S. (2013). Feeding habits of the sand lizard, Lacerta agilis, from North-Western Italian Alps. Journal of Vertebrate Biology, 62(4), 264-268.","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","Olsson, M., Gullberg, A., & Tegelström, H. (1997). Determinants of breeding dispersal in the sand lizard, Lacerta agilis,(Reptilia, Squamata). Biological Journal of the Linnean Society, 60(2), 243-256.","slithering","Squamate slithering tetrapod","Yes","Grimm A, Ramírez AMP, Moulherat S, Reynaud J, Henle K (2014) Life-history trait database of European reptile species. Nature Conservation 9: 45-67. https://doi.org/10.3897/natureconservation.9.8908","","No","no info - based on climate","","non-highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",0,2500,"IUCN",NA,"terrestrial",NA,NA,7.30114780585603,2.43361335540045,50.589335593,1,0.867521367521368
"Lampropholis_delicata_IUCN","Lampropholis_delicata","IUCN","Te",35,563,110,638,0.239766081871345,0.0753968253968254,"Terrestrial",944506,-29.583265889,40.8,4.7,"tmax, tmin","ct","Lampropholis","delicata","Adam A","Sarah","Animalia","Chordata","Reptilia","Squamata","Scincidae",5.1,"Meiri 2008","max adult SVL","insectivore","guess based on others in family","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","Anderson, L., & Burgin, S. (2002). Influence of woodland remnant edges on small skinks (Richmond, New South Wales). Austral Ecology, 27(6), 630-637.","walking","Squamate walking tetrapod","Yes","Burgin, S. (1993). Lampropholis: The new laboratory animals. Herpetology in Australia, a Diverse Discipline: Transactions of the Royal Zoological Society of NSW, 279-81.","hibernation","No","no info - based on climate","","non-highland specialist","http://www.arod.com.au/arod/reptilia/Squamata/Scincidae/Lampropholis/delicata",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",NA,NA,NA,NA,"terrestrial",NA,NA,4.70048036579242,1.62924053973028,29.583265889,1,0.882445141065831
"Lampropholis_guichenoti_IUCN","Lampropholis_guichenoti","IUCN","Te",14,587,86,659,0.585365853658537,0.0415944540727903,"Terrestrial",658209,-32.1557114269999,41.3,2.5,"tmax, tmin","ct","Lampropholis","guichenoti","Adam A","Sarah","Animalia","Chordata","Reptilia","Squamata","Scincidae",5.2,"Meiri 2008","max adult SVL","insectivore","guess based on others in family","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","Anderson, L., & Burgin, S. (2002). Influence of woodland remnant edges on small skinks (Richmond, New South Wales). Austral Ecology, 27(6), 630-637.","walking","Squamate walking tetrapod","Yes","no info - based on congeners","","No","no info - based on climate","","non-highland specialist","Based on range",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",NA,NA,NA,NA,"terrestrial",NA,NA,4.45434729625351,1.64865862558738,32.1557114269999,1,0.890743550834598
"Lepidodactylus_lugubris_GARD","Lepidodactylus_lugubris","GARD","Te",172,665,705,1198,0.618968386023295,0.269681742043551,"Terrestrial",7538631,0.02807778496183,40.2,11.5,"tmax, tmin","ct","Lepidodactylus","lugubris","Adam A","Nikki","Animalia","Chordata","Reptilia","Squamata","Gekkonidae",5,"Meiri 2008","max adult SVL","insectivore","10.1890/0012-9658(2002)083[1870:LHRREO]2.0.CO;2","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Brown, S. G., & O'Brien, J. (1993). Journal of Zoology, 231(1), 61-69.","","No","no info - based on climate","","No","Based on range",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",NA,NA,"",NA,"terrestrial",NA,"Y",6.55819780281227,1.6094379124341,0.02807778496183,1,0.555091819699499
"Lepidophyma_flavimaculatum_IUCN","Lepidophyma_flavimaculatum","IUCN","Te",8,73,43,108,0.294871794871795,0.405405405405405,"Terrestrial",259316,14.437206218,38,11.3,"tmax, tmin","ct","Lepidophyma","flavimaculatum","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Xantusiidae",8.24,"Meiri 2008","max adult SVL","insectivore","Pianka & Vitt 2006","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","no info - based on climate","","No","no info - based on climate","","non-highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",0,1500,"IUCN",NA,"terrestrial",NA,NA,3.76120011569356,2.10900034392138,14.437206218,1,0.675925925925926
"Linepithema_humile_GBIF","Linepithema_humile","GBIF","acclimatized",11,990,437,1416,0.854368932038835,0.206611570247934,"Terrestrial",4310254,-29.7497418597388,43.33337,-2.925008,"tmax, tmin","ct","Linepithema","humile","Piero","Sarah","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae",0.3,"ADW","typical worker length","omnivore","Abril et al. (2007) Environmental Entomology 36(5): 1166-1173 - scavenger","Non-migratory","ant","0-1","Passera, L., & Keller, L. (1994). Mate availability and male dispersal in the Argentine ant Linepithema humile (Mayr)(= Iridomyrmex humilis). Animal Behaviour, 48(2), 361-369.","walking","ant","No","Diaz Buitrago, M. (2013). Ecological and Biological strategies taken by the argentine Ant, Linepithema humile (Mayr, 1868), in cold seasons. Effects of winter nests management in natural invaded areas.","lack of hibernation in areas where invasive","No","no info - based on climate","","non-highland specialist","no info suggests highland specialist",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",NA,NA,NA,NA,"terrestrial",NA,NA,6.07993319509559,-1.20397280432594,29.7497418597388,1,0.699152542372881
